Nom_pharmacie;Adresse;Code_postal;Ville;Telephone
F13002700601032000;141;13014;13214;0491027818
F13001143011101993;;13127;13117;0442898822
F13001367501112004;1;13500;13056;0442801556
F83001015315012011;71;83500;83126;0494946131
F13003228720092025;340;13760;13091;0442572047
F13002838430121994;291;13015;13215;0491580145
F130786395;149;13392;13205;0491189500
F040780405;689;04510;04001;0492303400
F06000572501042020;83;06580;06090;0493422213
F13002400301092007;288;13009;13209;0491411923
F13003200602012025;;13360;13086;0442040405
F13001393109102014;14;13500;13056;0442804951
R10000001525627;845;13240;13106;0491963636
F830000287;;83007;83050;0494605000
F13003008301052011;37;13110;13077;0442062089
F13002570301072024;10;13790;13072;0442530104
F13002270026082025;6;13140;13063;
F13003073701032024;78;13005;13205;0422913580
F83001190401032021;256;83000;83137;0494927006
F83000434704121990;1;83630;83007;0498102410
F83000827201012025;597;83480;83099;0498111645
F83000958510012005;2;83110;83123;0494741132
F83001035101052024;85;83140;83129;0494256005
F830014122;512;83140;83129;0494257305
F83000709201112025;28;83400;83069;0494574860
R10100000006353;10;83400;83069;0494365517
F83001095501112023;103;83000;83137;0494923742
F830215687;345;83300;83050;0498106868
F13000919401032020;31;13002;13202;0491911644
F83000549228062025;10;83390;83049;0494286133
F83000883518042016;24;83120;83115;0494960305
F84000944319062017;;84220;84025;0490769136
F840000533;;84600;84138;0490285151
F84000554001052024;10;84200;84031;0490630069
F84000585412012004;215;84200;84031;0490631320
F84001367610041996;;84830;84127;0490700125
F30000678001072024;43;30133;30011;0490254218
F69001440224082011;477;69400;69264;0474652255
F83000564101052024;30;83300;83050;0498105390
F83000968401102022;;83110;83123;0494742987
F060791381;;06227;06155;0493647200
F06000694725042016;;06330;06105;0493775048
F13001218031012022;57;13015;13215;0491609422
F13001459020122024;8;13640;13084;0442504097
F83000619301092021;200;83600;83061;0494510634
F06001246531052000;383;06110;06030;0493450464
F83000516115122019;9;83310;83042;0494546449
F83000611014122019;;83600;83061;0494812219
F34079414828011997;66;34000;34172;0467426614
F130780216;129;13013;13213;0491100404
F840019806;;84130;84092;
F06001286103072008;320;06600;06004;0493332566
F13002943202052008;19;13840;13082;0442502580
F970112124;;97122;97103;0590205979
F13003662701102020;65;13820;13033;0442457954
F13002778201042018;16;13090;13001;0442592765
F83000813231122024;196;83220;83098;0494217249
F06000464516092006;1;06800;06027;0493207881
F06001673001012022;341;06200;06088;0493867936
F13001091111022002;3;13260;13022;0442010343
R10100000596565;14;06300;06088;
F05000370601102015;5;05500;05132;0492505353
F83000596304032024;352;83136;83059;0494866262
F06001171501102020;;06150;06029;0493475320
F83000852016012017;;83520;83107;0494400696
F13002366601092016;168;13015;13215;0491624862
F060000304;;06540;06023;0493043700
F31000846101102018;1;31600;31165;
F83000774613012026;100;83440;83081;0494764320
F84000916115032010;140;84380;84072;0490697016
F130046717;30;13420;13042;
F26001504515012022;;26000;26362;0475820088
F06000689701102012;33;06190;06104;0493352964
F83000487501092016;27;83740;83027;0494901014
F06001149128102020;173;06400;06029;0493394012
F13005745801122025;;13700;13054;0481130900
F130043904;17;13009;13209;0413429500
F13002475502012023;;13090;13001;0442201616
F13001314730012000;1;13013;13213;0491660534
F21000665607012008;2;21530;21531;0380647196
F04000293301082006;8;04350;04108;0492340286
F13002957229062020;9;13008;13208;0491717059
F13003318630122024;;13127;13117;0442896522
F13002573701072004;10;13001;13201;0491901458
F13000973101062025;1;13009;13209;0491521253
F130002496;78;13391;13211;0491876702
F13002970501092022;103;13014;13214;0491980090
F83000426329082016;;83600;83001;0494409540
F06000699620122025;;06330;06105;0493770818
F06000734101092016;;06670;06126;0493089019
F93000976601112023;6;93370;93047;0143306132
F13001424401042014;25;13006;13206;0491371539
F26001459201072022;120;26000;26362;0475416422
F05000291431082023;;05140;05010;0492586008
F050009166;2;05000;05061;
F2A000118607042025;;20128;2A130;0495250140
F84001407001062006;167;84220;84051;0490723116
F13001347701072021;14;13410;13050;0442929669
F83000562518022019;;83340;83136;0494680226
F13001357601042018;;13009;13209;0491250577
F84000511016072007;18;84160;84026;0490680477
F13000934316022014;108;13012;13212;0491933353
F84001481501052018;;84440;84099;0490765134
F060024411;57;06000;06088;0492030300
R10000001617669;10;49000;49007;
F13002382301012012;35;13800;13047;0442116639
F13003103201052021;76;13008;13208;0491731906
R10100000624319;22;06200;06088;
F13000976426122017;1;13001;13201;0491336699
F300780152;3;30032;30189;0466766053
F2A000133501032023;;20137;2A247;0495701369
F2A000148307092020;10;20000;2A004;0495233493
F29001327501052021;17;29200;29019;0298021865
F2B000254701052023;;20213;2B207;0495369014
F2B000274522022017;7;20200;2B033;0495310168
F2B0000038;;20250;2B096;0495450500
F2B000294301012010;;20215;2B343;0495365500
F2B000383401042019;;20200;2B353;0495315120
F2B000241410012022;;20600;2B033;
F2A000281201012011;38;20090;2A004;0495230360
F2A000212701072019;1;20137;2A247;0495700662
F310786702;15;31200;31555;0561137327
F040000119;110;04500;04166;0492701016
R10100000788851;3;92350;92060;
F42000872428042023;2;42330;42222;0477540287
F33005239021032020;254;33400;33522;0556806116
F77001466001012026;40;77700;77268;
F31001299201052018;41;31200;31555;0534257599
F35002039201102015;50;35200;35238;0299501202
F56001883002052025;43;56140;56124;
F49053674527052019;;49000;49129;0241434422
F22001058101022018;;22500;22162;0296208172
F540000072;24;54120;54039;0383761010
F21000728225051976;7;21240;21617;0380574525
F81000337618101979;56;81100;81065;
F95000655128041994;44;95240;95176;0139780036
F2B000238020122024;;20240;2B342;0495578108
F75002212101072025;84;75012;75112;0143438152
F42000556301072019;;42300;42187;
F65000325401062011;41;65140;65375;0562966069
F450019732;555;45770;45302;
F79000708221092020;11;79160;79101;0549061032
F87001104601072012;8;87130;87051;
F75002823501022019;14;75016;75116;0145251850
F23000208125112013;;23270;23064;
F25001623502112000;17;25580;25222;0381593658
F22001123301042019;16;22200;22161;0296213285
F26000424701072019;;26450;26095;0475901202
F13002965501072021;243;13012;13212;0491662342
F83000840520122021;;83560;83104;0494803044
F92002073206032023;124;92310;92072;
R10100000821127;;83340;83031;
F520004342;;52115;52448;
F92001951015102011;2;92800;92062;0146922878
F43000238631122023;28;43290;43141;0471599031
F37000651218122012;6;37530;37163;0247231047
F75002686604011993;59;75015;75115;
F17001114207072020;1;17550;17140;0546753202
F45001518528122020;1;45100;45234;0238519293
F13002470601122009;24;13400;13005;0442031391
F66078905815072004;22;66380;66141;0468632836
F2A0004784;;20137;2A247;0495720434
F75001549701012024;;75008;75108;
F10000332618021992;59;10300;10362;0325451420
F53003039401032021;100;53230;53077;0243989080
F35002141612012009;8;35370;35006;0299966000
F35002205921082019;14;35600;35236;0299711087
F38001218708042019;43;38190;38547;0476714336
F34079367802012020;15;34700;34142;0467440682
F76001478701022012;216;76200;76217;0235841262
F130783152;72;13248;13204;0491189199
R10100000669536;;80200;80620;
F2A000201002052003;;20090;2A004;0495232314
F74001155615112021;819;74700;74256;0450539376
F57001752501072011;6;57920;57358;0382835108
F570000596;27;57000;57463;0387564646
F80000712201022021;16;80320;80186;0322854032
F69002260315012022;35;69009;69389;0478837254
F85001623914112016;35;85190;85300;
F31000802401092025;65;31770;31149;0561781417
F31001584701072012;1;31470;31187;0562203045
F86078709221062021;16;86130;86115;0549520518
F93000708320121989;;93390;93014;
R10000001542301;;33187;33200;0557929330
R10000003826973;7;35000;35238;0299599191
F64000908015012025;3;64250;64160;0559297146
F060000478;;06135;06069;0493095501
F26000842001082013;2;26110;26220;0475260786
F30000911515022022;36;30380;30243;0466609013
F77000999101052008;35;77186;77337;0160067510
F62001221102112021;29;62530;62443;03 21 27 91 73
F21000342201032024;36;21200;21054;0380223026
F31000944401072014;7;31600;31299;0561560074
F75003602205011981;121;75020;75120;
F42000623101062013;2;42380;42204;0477500972
F13003308701102020;;13820;13033;0442459870
F920032554;40;92100;92012;
F38000413501042014;518;38160;38095;0476384750
F31000941016112015;;31530;31297;0561854327
F75002865607012008;43;75116;75116;0147278368
F29001372101022007;7;29140;29146;0298979099
F91000720207042025;2;91080;91228;
F83001182101052017;202;83000;83137;0494242987
F67001200415052023;58;67200;67482;
R10000000100105;21;10000;10387;0325757749
F75002283215012025;23;75013;75113;0143318948
F01000308530112025;7;01000;01053;0474223106
F31001482401042016;147;31400;31555;0561800259
F93000912104062007;2;93260;93045;0143620764
F64001229001102024;;64500;64483;0559262131
F070000179;;07103;07010;0475673500
F870018215;26;87280;87085;0549395020
F18000297431052021;9;18240;18125;0248726042
F31001361001102020;4;31000;31555;0561526690
F38001047001102016;;38160;38453;0476640201
R10100000576695;26;75020;75120;
F51001947409092025;1;51210;51380;0326429662
F060025236;37;06700;06123;0498013111
F75003522201032016;38;75019;75119;0142086077
F350010021;;35016;35238;0299544222
F590067351;11;59270;59401;
F720023753;333;72700;72003;
F93001613401012007;10;93290;93073;0148607351
F02001189602012023;11;02700;02738;
F87001109501032020;31;87210;87059;
F51001876501072018;18;51200;51230;0326543655
F35001926101042021;86;35400;35288;0299563024
F69000995617102024;74;69340;69089;0472160909
F17001534110112014;36;17370;17411;0546760021
F02000662323062018;;02100;02371;0323684424
F30000881001042022;271;30150;30221;0466828076
F40000845401072012;89;40420;40135;0558510179
F92001060010122018;21;92100;92012;0146050065
F05000324303032014;115;05000;05061;0492510871
F75003068607062021;5;75017;75117;0145770169
F91000761624072014;96;91210;91201;
F74000339701102024;14;74330;74026;0450687084
F54001475001102010;21;54300;54329;0383731010
F97046476408032022;16;97430;97422;
F690043005;119;69800;69290;0437251416
F44001916401082009;1;44530;44196;0240887232
F59002590401072014;8;59133;59462;03 20 90 24 72
F91000515601072016;55;91290;91021;0164900022
F57001771501102008;14;57820;57427;0387253093
F74000581401022021;224;74800;74224;0450259598
F89000378301042018;21;89200;89025;0386341424
F62001026401062016;607;62780;62261;03 21 94 71 43
F29001386101122025;13;29430;29185;0298696067
F13002547105082019;31;13200;13004;0490960146
F470016478;;47310;47040;0553959386
F77000358001062019;26;77210;77014;0160720855
F44001463728041942;14;44000;44109;0240471702
F44001539401042019;17;44130;44056;0240874141
F24001140326012015;21;24002;24322;0553657999
F75003633701062025;134;75020;75120;0146368378
F850018417;;85300;85047;
F13002278301052002;;13400;13005;0442034290
F34079575609022004;24;34200;34301;0467743186
F13001284205092022;1;13110;13077;0442062136
F36000279401042020;17;36130;36128;0254260900
F92001931201112021;31;92800;92062;0147783797
F22001253811032019;6;22610;22195;0296229771
F97046419401122021;160;97490;97411;
F80000986201082015;6;80420;80318;0322516092
F34079560801042025;26;34200;34301;0467743841
F940000649;2;94366;94015;0149831010
F670787878;21;67200;67482;0388302700
R10000000100192;;84000;84007;
F840017214;121;84200;84031;0432858200
F940120017;69;94163;94067;0143985000
F93001100201022023;17;93100;93048;0142870329
F22001077101062016;16;22130;22172;0296841041
F59000986601012013;1;59280;59017;03 20 77 14 43
F30000509731032023;19;30100;30007;
F67001183201092016;36;67000;67482;0388362406
F34079370210092018;391;34400;34145;0467710245
F13002305401012014;132;13007;13207;0491520109
F31001629031032019;51;31590;31573;0561356147
F57001757424102003;64;57240;57368;0382841391
F38000908415012022;45;38300;38348;0474932235
F02001163101072009;37;02200;02722;0323532556
F59002396631082023;82;59770;59383;0327462056
F93001133301052016;9;93360;93049;
F59001368620062017;;59310;59158;03 20 71 71 66
R10000001540247;;76120;76322;
F19000952201042015;4;19000;19272;
F06000503001052018;1092;06510;06033;0493081345
F77000936302072012;2;77690;77312;0164458209
F71000321130092021;12;71100;71076;0385480204
F380785816;19;38260;38130;0474205511
F17001429401062022;4;17200;17306;0546385935
F33005166531051994;62;33160;33449;0556050247
F130806029;11;13090;13001;0491293490
F59001146601112012;171;59173;59084;0328432495
F27001958101032023;46;27150;27226;0232557604
F13003150301092016;1;13004;13204;0491495768
F97046477201112020;199;97416;97413;0262548101
F380018234;16;38400;38421;0476249030
F79001084701072007;580;79000;79191;0549240294
F69001598701072012;299;69150;69275;0478493490
F97010657113112008;4;97139;97101;0590834848
F27001857530042022;58;27700;27016;0232542280
F42000391530062025;4;42700;42095;0477560943
F60000322231122025;9;60000;60057;0344450146
F51002234622062014;22;51300;51649;
F27002239501032023;1;27100;27701;0232594198
F69001307315102021;49;69160;69244;0478341363
F78001477501092008;;78320;78644;
F970302071;2068;97300;97302;0594390300
F59002270301112012;32;59279;59359;0328214109
F60000592001042019;40;60000;60057;0344103310
F95000957113052019;25;95380;95351;0134688780
F65000165401102023;4;65170;65017;0562396009
F78000509631102013;2;78650;78062;0134894740
F11079036701022010;14;11110;11106;0468335014
F310781984;;31550;31206;0561509237
F67000845701072015;23;67150;67285;0388742909
F54001540101042018;1;54660;54391;0382461108
F54001854603112025;;54600;54578;0383282272
F61078681617082022;89;61800;61486;0233666269
F65000101915072015;37;65290;65284;0562456245
F14000945701042020;;14000;14118;0231747521
F86078669801042017;4;86000;86194;0549014101
F21000455201072025;15;21000;21231;0380564302
F88000383501012018;87;88300;88321;0329941872
F94001226301092006;13;94310;94054;0148534325
F290000728;;29240;29019;0298437000
F35002067301042021;21;35230;35266;0299523407
F97010605001102017;;97100;97105;0590811442
F44001567502092024;4;44470;44094;0240255034
F67000772325022025;33;67270;67202;
F35002087106031942;54;35400;35288;0299816427
F49053302330072018;178;49120;49092;0241306061
F35002071501072024;;35530;35207;0299005165
F66078814201112023;5;66140;66037;0468802552
F54000937001062015;58;54670;54150;0383243388
F62001094215102025;32;62630;62318;03 21 94 75 32
F76001678201102021;200;76600;76351;0235412494
F71000437501102018;36;71140;71155;0385847025
F54001493331102022;86;54300;54329;0383732299
F67000865503061976;20;67700;67302;0388913111
F84001105031122024;;84400;84003;0490741755
F010000107;;01190;01305;0385308000
F46000360103082015;7;46100;46102;0565342181
F59003152201072003;104;59300;59606;0327464103
F54001020401032021;12;54270;54184;0383291253
F81000311101122016;;81140;81051;0563550661
F83000855301072025;;83136;83106;0494042118
F31001089714122020;51;31800;31483;0562008008
F92001168112122024;4;92370;92022;
R10100000051258;26;75986;75056;
F75001364106012017;49;75007;75107;0145513591
F46000440131052015;1;46200;46309;0565327971
F14000963001032021;13;14000;14118;0231861113
F78000673001112019;17;78340;78165;0130563354
F780022760;1;78280;78297;0134823482
F29001091701122021;;29290;29260;0298842306
F130781065;930;13100;13001;0442525050
F2B0000392;;20600;2B120;0495545100
F97020461615102015;;97200;97209;0596632620
F63000720115022021;215;63790;63247;0473886042
F22001582001102015;28;22540;22135;0296431382
F370007569;1;37175;37050;0247222111
F92000951101032016;1;92270;92009;
F94000632301102013;171;94230;94016;
F33004001501042021;47;33290;33056;0556351250
F060000528;33;06189;06088;0492031000
F93000955001042022;7;93190;93046;0143810234
F59001582219022004;17;59710;59197;0320614721
F07000226616042018;23;07700;07042;0475545025
F97010600101112010;29;97122;97103;0590261559
F13002988701032024;6;13013;13213;0491663714
F74000431224092024;495;74350;74096;
R10100000296140;;61300;61214;0233843400
F78001622630112016;8;78220;78686;0130244020
F75002370703052021;110;75014;75114;
F970462800;;97432;97416;0262499352
F430003608;13;43101;43040;0471508200
F130809809;33;13681;13005;0442992525
F13002627101092011;;13270;13039;0442050535
F33004786117072017;13;33500;33243;0557511894
F44003252215072023;2;44230;44190;0240031595
F73000888504082013;387;73400;73303;0479373245
F29001136028062014;2;29120;29220;
F14001069504042025;7;14130;14514;0231641060
F83000766202062025;;83340;83073;0494607224
F24000998515092023;154;24100;24145;
F91000743401042005;22;91410;91200;0164598614
F24001058709012012;;24350;24243;0553045003
F13002196701072016;6;13004;13204;0491497777
F29001143630062024;2;29720;29174;0298876110
F02000998126102020;2;02240;02648;0323637114
F78001259701022024;;78120;78517;0130411864
F34079576414012008;;34160;34307;0467865692
F76001493601092021;34;76370;76217;0235843967
F59002958301012014;1;59450;59569;0327980208
F93000530101022022;6;93600;93005;0148666284
F63000586608042014;31;63800;63124;04 73 69 37 64
F33004343101032024;35;33300;33063;0556507819
F41000675301102008;8;41300;41249;0254988264
F380000406;34;38500;38563;0476671491
F930023692;139;93190;93046;0826962626
F62001584209012017;108;62320;62724;0321202572
F31001853601062014;25;31790;31490;
F69001678703082018;81;69140;69286;0478887233
F69002003701012026;4;69002;69382;0478284550
F97010862722052009;;97190;97113;0590841009
F52000106605102015;1;52600;52093;
F85001477002112020;35;85110;85051;0251943129
F59002626617022023;10;59530;59481;0327205335
F22001049001042024;3;22440;22215;0296940519
F13001171129082011;68;13009;13209;0491751810
F29001171701122022;7;29510;29020;0298579730
F28000263501122024;24;28500;28098;0237438477
F130044688;;13108;13099;0442257255
F72001076802062014;56;72300;72264;0243950008
F83001272019082018;844;83200;83137;0494240087
F64001096315062015;34;64300;64430;0559691080
F060004017;7;06240;06012;0492416500
F060029972;12;06130;06069;0489043650
F060021680;37;06000;06088;0492175040
F060787231;;06260;06099;0493050099
F47000946501102021;7;47600;47102;0553654149
F25001109501062025;2;25500;25240;0381671702
F97020470730122016;98;97200;97209;0596714885
F76001563606102025;35;76400;76259;0235280715
F75002180019122016;20;75012;75112;
F50001055821072025;5;50270;50031;0233538617
F97010943501032012;;97190;97113;
F21000440415122025;42;21000;21231;0380304169
F33004412430051990;41;33300;33063;0556508214
F630780211;105;63050;63113;0826304499
F49053345201042016;3;49370;49183;0241774180
F31001566403052023;36;31300;31555;0561150955
F59002015201072022;42;59240;59340;0328690640
F33004369612042023;85;33800;33063;0556857662
F44001418101022014;197;44300;44109;0240493726
F69001693601072023;;69140;69286;0478880270
F33005244001062024;1;33400;33522;0556041949
F75002771601072010;20;75016;75116;0146478290
F60000495601022020;16;60340;60584;0344566037
F80000343604102021;41;80100;80001;
F31001174701122024;7;31000;31555;0561520984
F830025805;121;83130;83062;
F92001704315052013;52;92120;92049;0142530126
F050000637;52;05100;05023;0492256800
F050000488;46;05107;05023;0492253900
R10100000270235;2;04310;04149;
R10000001524977;3;63360;63322;
F630010296;1;63118;63063;0473234545
F44001623601052018;92;44400;44143;0240756310
F92001159001072023;110;92320;92020;0146428251
F83000820726042019;513;83220;83098;0494216649
F060025228;511;06700;06123;
F540024361;;54840;54232;0810161016
F75000919323122025;67;75002;75102;0142368100
F970211231;;97232;97213;0596552000
R10100000615693;;64320;64269;
F30000889308102012;7;30610;30311;0466775061
F93001557301052025;4;93270;93071;
F13002785717072023;;13910;13052;0490957426
F57001881207102021;2;57070;57463;0387760965
R10100000799949;69;75008;75108;
F78000724130072024;2;78121;78189;
F63000350701042020;37;63250;63066;0473515104
F78000954401102009;9;78200;78361;0130334093
F62001438101042009;211;62155;62571;0321947981
F92001734001122016;128;92120;92049;
F52000160301072025;19;52320;52211;
F59001283701042014;19;59360;59136;0327840203
F33004531127052002;2;33360;33118;0556200500
F10000167601102020;18;10110;10034;0325298733
R10000001541018;4;76120;76322;
F17001159701072015;14;17500;17197;
F94001444203012011;11;94320;94073;
F18000294101092018;3;18320;18118;0248764425
F75000914401092023;178;75002;75102;0142332396
F94000905325022009;52;94120;94033;
F28000297327062019;13;28100;28134;0237630263
F800017774;25;80084;80021;0800200563
F510000235;137;51205;51230;0326587070
F28000340126112018;6;28300;28201;0237222006
F400015731;;40800;40001;
F75002622101042017;77;75015;75115;0147341145
F69001188701052017;1;69370;69194;0478356180
F34079337125042022;39;34110;34108;
F13003325101072024;;13500;13056;0442808022
F31000733115112021;2;31700;31069;0561714605
F13002738601072024;;13500;13056;0442492833
F810000448;;81400;81060;0563802800
F44001699601102017;30;44460;44185;0299714355
F69001190315122017;190;69460;69197;0474033191
F400014932;252;40390;40273;0557965210
F33004974330052016;48;33600;33318;0556362208
F79001022725042011;;79180;79081;
F62001254201072019;130;62330;62473;0321021644
F390000073;;39110;39500;0384736600
F08000313013072021;76;08140;08145;0324263175
F97020541512082024;;97212;97224;
F35002086301102012;2;35000;35238;0299791793
F25000367001012018;2;25000;25056;
F13000901203042017;50;13730;13102;0442893332
F87001142601102025;4;87370;87181;0555714038
F83000699530042020;7;83400;83069;0494650115
R10100000050768;195;93014;93008;
R10100000808649;38;97410;97416;0262220355
F14001089301032012;40;14210;14707;0231809781
F56002022421112022;38;56300;56178;0297250190
F13002328630092019;500;13016;13216;0491460662
F83000858701042015;36;83270;83112;0494261003
F43000198201012019;20;43300;43112;
F08000261101102008;4;08000;08105;0324333529
F59001143303012022;1268;59310;59080;03 20 61 63 01
F75002710408062009;185;75015;75115;0147343566
F33004252401062022;9;33000;33063;0556521957
F64001297701062025;;64121;64519;0559332366
F2A000110331122022;;20130;2A065;0495264030
F84001450001032019;19;84130;84092;0490320254
F56001862406012014;31;56100;56121;0297372513
F72001010701042014;1;72340;72068;0243444258
F910150069;77;91160;91044;0169804646
F830000279;;83175;83023;0494726600
F95000580126092016;;95870;95063;0139476589
F94000902001092009;;94120;94033;0148751223
F26000594701122012;10;26250;26165;0475616150
F54000675601042025;15;54540;54040;0383891050
F33004169001052025;264;33400;33522;
F63000553630112023;33;63100;63113;0473240017
F130046642;5;13880;13112;
F21000298601012022;;21110;21005;0380297314
R10000001535822;14;97464;97411;0262940505
R10000001541779;145;97410;97416;0262962830
F530000132;3;53400;53084;0243093232
F53003092301102025;11;53150;53161;0243010026
F67001005701042013;39;67590;67458;0388727630
F62001456301112012;6;62170;62588;0321060441
F74000694521012023;4;74230;74280;0450020013
F83001735609051977;;83500;83126;
F07000368631122025;53;07370;07308;0475230070
F38001197301042016;2;38200;38544;0474850415
F71000226203092012;94;71400;71014;0385520196
F31001403001112008;;31400;31555;0561216366
F13002833501042011;1000;13090;13001;0442962770
F67001093301012024;1;67000;67482;0388371655
F84001507718112022;241;84800;84054;0490208577
F24000799701042017;102;24100;24037;0553570469
F59002143201022008;35;59000;59350;0320067717
R10000001537947;8;93210;93066;0155931929
F75003470423062023;15;75019;75119;0142088957
R10100000805978;9;13770;13113;
F91000950501012023;73;91510;91330;0169274024
F92000814101122022;136;92160;92002;
F64000724101042017;77;64170;64061;0559601854
F91001424001072021;28;91170;91687;
F29001120421062010;11;29100;29046;0298742259
F93001342027122015;28;93340;93062;
F350000428;29;35390;35124;0299093030
F260008719;630;26190;26331;0475475700
F03000372701032022;90;03100;03185;0470050656
F34079371001092021;;34400;34145;0467711111
F13003658501032024;1025;13190;13002;0491053330
F06001578125042024;98;06100;06088;0493844886
F78001139111012021;51;78130;78440;
F34079455128042017;6;34000;34172;0467607486
F770300135;54;77007;77288;0160564032
F75002923330081994;72;75116;75116;0145030453
F13001481431122017;13;13160;13027;0490940057
F40000988218112019;2014;40990;40279;0558917718
F280000084;44;28102;28134;0237515253
F670000165;19;67703;67437;0388716767
F780000329;5;78514;78517;0134837606
F33004923002032026;23;33380;33284;
F92001989001022022;258;92500;92063;
F15000232701052021;4;15130;15267;0471477279
F91001049513102025;;91540;91386;0164998185
F13002773326012017;22;13012;13212;0491898336
F070000062;;07700;07042;0475545061
F78001314023122011;26;78100;78551;
F83001077301072021;;83210;83131;0494337777
F340781434;13;34110;34108;0467517878
F56001636201042017;;56750;56052;0297411254
F75001163701102013;80;75005;75105;
F740004148;475;74370;74019;0450191822
F17001467401062024;31;17810;17336;0546929906
F60000590421042025;53;60700;60509;0344722126
F97046531629122014;70;97412;97402;0262515253
F74000197911062019;8;74650;74067;0450525571
F830100855;;83860;83087;0494728116
F44001644201022021;;44150;44003;0240830816
F74000637401112016;260;74700;74256;0450580423
F87001354723112018;1;87470;87117;
F73000823201112022;271;73120;73227;0479082617
R10100000050037;7;84095;84007;
F690038591;3;69002;69382;0472151790
F49054307113071993;2;49070;49020;0241488221
R10100000602569;29;37530;37185;
R10000001502153;;64500;64483;0559518484
F06001067501082017;739;06140;06157;0493585881
F020015822;14;02400;02168;0323695490
F29001976901032024;;29242;29155;0298488159
F95000673425042001;67;95170;95197;0139833434
F41000230714092015;19;41150;41055;0254204894
F43000278201032025;11;43130;43162;0471594130
F13003276623122019;418;13003;13203;0491508238
F78001527702042012;3;78000;78646;0139502044
F290000934;20;29391;29233;0298966000
F870017951;148;87000;87085;0555507200
F88000290211122023;30;88000;88160;0329352142
F92002043501062022;51;92330;92071;0146611059
F130002827;;13637;13004;0490492929
F01000343201012023;145;01400;01093;0474550081
F45001586201072021;;45550;45273;0238598118
F59002961701042022;;59450;59569;0327884486
F42000767631031943;13;42000;42218;0477329351
R10000000100128;;20600;2B120;
F31000874309032026;345;31620;31202;
R10100000673911;140;31750;31169;
F49053374201052013;;49130;49246;0241448080
F81000688216022026;1;81370;81271;
F38000921701042019;25;38110;38377;0474971471
F17001164723092013;4;17500;17197;
F06000459524112022;74;06800;06027;0493206559
F92001212704052022;25;92140;92023;
F09000107419122016;;09600;09157;0561010464
F79001599401122006;18;79430;79076;0549720012
F04000256030122023;;04310;04149;
F87001242401092023;227;87000;87085;0555302187
F61078619601072017;4;61340;61043;0233830024
F21000716701112021;22;21250;21607;0380211773
F60000570613022017;;60400;60471;0344440335
F68001543501112020;60;68510;68309;0389815201
F17001199301022012;32;17132;17230;
F92001489101032012;39;92230;92036;0147335876
F32000222301122024;47;32230;32233;0562093806
F50001139001072015;34;50880;50409;0233564795
F39000299601042025;;39220;39470;0384600208
R10100000576961;165;21600;21473;
F470000308;3581;47200;47326;0553204700
F49053224931012023;101;49000;49007;0241663336
F59001613501022019;70;59219;59218;0327592525
F31001189501112022;61;31400;31555;
R10100000790416;2;64300;64131;
F29001353101022022;2;29300;29233;0298960034
F62000951431122017;110;62100;62193;0321972810
F290000025;14;29107;29232;0298526060
F290036540;15;29000;29232;0298983333
F14000961401032016;24;14000;14118;0231742524
F73000656601032015;387;73000;73065;0479719499
F47000956425022023;33;47500;47106;0553710049
F84001213201062020;1;84000;84007;0490820692
F24001235129102014;26;24200;24520;0553590124
F540023397;85;54064;54395;0383446262
F44001400901022026;6;44200;44109;0240474847
F59001513701072024;49;59240;59183;03 28 29 08 40
F06001851222122025;22;06300;06088;0493263131
F31001464201012016;2;31000;31555;0561628176
F31000947701012022;39;31260;31315;0561905550
R10100000242416;35;75013;75056;
F750150187;106;75015;75115;0143922100
F62000546201021995;40;62610;62038;0321354203
F44001718401052020;27;44840;44198;0240312108
F59001043501112023;30;59620;59033;
F27002149601022021;834;27610;27493;0232497664
F53003088103112023;7;53100;53147;0243000909
F44001582401072021;1;44700;44114;0240407166
F59002458401082011;61;59660;59400;0328428197
F43000295623092024;253;43260;43200;0471087023
F87001322401032010;2;87330;87097;
F70000244727112019;4;70000;70390;0384787269
F33005147501102018;4;33650;33448;0556727516
F88000370207122009;5;88410;88310;0329090134
F91000895211022019;48;91190;91272;0169075053
F110000247;;11202;11203;0468277920
F06001411501072021;29;06130;06069;0493704196
F95000918301032026;135;95220;95306;0139788896
F73000964404011999;132;73420;73103;0479614866
F59002876715112023;20;59430;59183;0328649325
F69001817114052012;16;69002;69382;0478377871
F41000148101042017;5;41000;41018;0254780029
F44001460301052024;2;44000;44109;0240487736
F72001390331052025;84;72200;72154;0243943001
F45001689415122025;10;45700;45338;0238854095
F06001137618102025;21;06400;06029;0493390005
F88000553301102015;;88400;88531;0983000911
F81000309528122020;14;81130;81048;0563562009
F94000873301082022;18;94000;94028;
R10100000580337;40;75001;75101;
F47000310401122021;49;47000;47001;0553775434
F68000712720021970;127;68000;68066;0389790726
F59002275201042022;196;59120;59360;0320504004
F93000762001072022;60;93700;93029;0148360230
F57001672501072024;2;57600;57227;0387851041
F60000305720122019;3;60120;60104;0344804292
F94000690101112011;;94500;94017;0147062153
F59002672015121947;19;59122;59499;0328683042
F59001435301112011;;59220;59172;03 27 31 54 40
F38000482013102017;18;38130;38151;0476091821
F44001642601042019;;44360;44158;0240869061
F83000922101112010;1;83700;83118;0494404343
F62000608001122021;;62260;62048;0321270909
F62000611429062015;34;62260;62048;0321270143
F82000299601072024;97;82000;82121;0563630362
F73000677201072018;1097;73000;73065;0479620861
F58000262416051995;13;58000;58194;0386610490
